code,region,name,exchange,type
001322,SZ,箭牌家居,SZSE,stock
001323,SZ,慕思股份,SZSE,stock
001324,SZ,长青科技,SZSE,stock
001325,SZ,元创股份,SZSE,stock
001326,SZ,联域股份,SZSE,stock
001328,SZ,登康口腔,SZSE,stock
001330,SZ,博纳影业,SZSE,stock
001331,SZ,胜通能源,SZSE,stock
001332,SZ,锡装股份,SZSE,stock
001333,SZ,光华股份,SZSE,stock
001335,SZ,信凯科技,SZSE,stock
001336,SZ,楚环科技,SZSE,stock
001337,SZ,四川黄金,SZSE,stock
001338,SZ,永顺泰,SZSE,stock
001339,SZ,智微智能,SZSE,stock
001356,SZ,富岭股份,SZSE,stock
001358,SZ,兴欣新材,SZSE,stock
001359,SZ,平安电工,SZSE,stock
001360,SZ,南矿集团,SZSE,stock
001366,SZ,播恩集团,SZSE,stock
001367,SZ,海森药业,SZSE,stock
001368,SZ,通达创智,SZSE,stock
001369,SZ,双欣材料,SZSE,stock
001373,SZ,翔腾新材,SZSE,stock
001376,SZ,百通能源,SZSE,stock
001378,SZ,德冠新材,SZSE,stock
001379,SZ,腾达科技,SZSE,stock
001380,SZ,华纬科技,SZSE,stock
001382,SZ,新亚电缆,SZSE,stock
001386,SZ,马可波罗,SZSE,stock
001387,SZ,雪祺电气,SZSE,stock
001388,SZ,信通电子,SZSE,stock
001389,SZ,广合科技,SZSE,stock
001390,SZ,古麒绒材,SZSE,stock
001391,SZ,国货航,SZSE,stock
001395,SZ,亚联机械,SZSE,stock
001396,SZ,誉帆科技,SZSE,stock
001400,SZ,江顺科技,SZSE,stock
001696,SZ,宗申动力,SZSE,stock
001872,SZ,招商港口,SZSE,stock
001896,SZ,豫能控股,SZSE,stock
001914,SZ,招商积余,SZSE,stock
001965,SZ,招商公路,SZSE,stock
001979,SZ,招商蛇口,SZSE,stock
002001,SZ,新和成,SZSE,stock
002003,SZ,伟星股份,SZSE,stock
002004,SZ,华邦健康,SZSE,stock
002005,SZ,ST德豪,SZSE,stock
002006,SZ,精工科技,SZSE,stock
002007,SZ,华兰生物,SZSE,stock
002008,SZ,大族激光,SZSE,stock
002009,SZ,天奇股份,SZSE,stock
002010,SZ,传化智联,SZSE,stock
002011,SZ,盾安环境,SZSE,stock
002012,SZ,凯恩股份,SZSE,stock
002014,SZ,永新股份,SZSE,stock
002015,SZ,协鑫能科,SZSE,stock
002016,SZ,世荣兆业,SZSE,stock
002017,SZ,东信和平,SZSE,stock
002019,SZ,亿帆医药,SZSE,stock
002020,SZ,京新药业,SZSE,stock
002021,SZ,中捷资源,SZSE,stock
002022,SZ,科华生物,SZSE,stock
002023,SZ,海特高新,SZSE,stock
002024,SZ,ST易购,SZSE,stock
002025,SZ,航天电器,SZSE,stock
002026,SZ,山东威达,SZSE,stock
002027,SZ,分众传媒,SZSE,stock
002028,SZ,思源电气,SZSE,stock
002029,SZ,七匹狼,SZSE,stock
002030,SZ,达安基因,SZSE,stock
002031,SZ,巨轮智能,SZSE,stock
002032,SZ,苏泊尔,SZSE,stock
002033,SZ,丽江股份,SZSE,stock
002034,SZ,旺能环境,SZSE,stock
002035,SZ,华帝股份,SZSE,stock
002036,SZ,联创电子,SZSE,stock
002037,SZ,保利联合,SZSE,stock
002038,SZ,双鹭药业,SZSE,stock
002039,SZ,黔源电力,SZSE,stock
002040,SZ,南京港,SZSE,stock
002041,SZ,登海种业,SZSE,stock
002042,SZ,华孚时尚,SZSE,stock
002043,SZ,兔宝宝,SZSE,stock
002044,SZ,美年健康,SZSE,stock
002045,SZ,国光电器,SZSE,stock
002046,SZ,国机精工,SZSE,stock
002047,SZ,*ST宝鹰,SZSE,stock
002048,SZ,宁波华翔,SZSE,stock
002049,SZ,紫光国微,SZSE,stock
002050,SZ,三花智控,SZSE,stock
002051,SZ,中工国际,SZSE,stock
002052,SZ,同洲电子,SZSE,stock
002053,SZ,云南能投,SZSE,stock
002054,SZ,德美化工,SZSE,stock
002055,SZ,ST得润,SZSE,stock
002056,SZ,横店东磁,SZSE,stock
002057,SZ,中钢天源,SZSE,stock
002058,SZ,*ST威尔,SZSE,stock
